title,company,min_exp,max_exp,location,skills,posted_days
"FinOps Analyst , FinOps",Amazon,1,2,['Bengaluru'],"['service delivery', 'root cause analysis', 'typing speed', 'compliance', 'business modeling', 'oracle financials', 'management', 'continuous improvement']",
Analyst,Wipro,1,3,['Bengaluru'],"['customer service', 'legal services', 'technical support', 'troubleshooting', 'operational excellence', 'project management', 'team management', 'legal documentation']",14.0
Analyst,Wipro,1,3,['Bengaluru'],"['customer service', 'technical support', 'process compliance', 'troubleshooting', 'operational excellence', 'project management', 'team management', 'workforce management']",14.0
Analyst - L3,Wipro,3,5,['Bengaluru'],"['vulnerability assessment', 'threat modeling', 'application security', 'penetration testing', 'digital transformation', 'burp suite', 'cyber security', 'owasp']",14.0
Analyst,eClerx,6,8,['Bengaluru'],"['log shipping', 'database maintenance', 'data analysis', 'performance tuning', 'database migration', 'database mirroring', 'sql server dba', 't-sql']",
Analyst,eClerx,2,4,['Bengaluru'],"['change management', 'project management', 'data analysis', 'team management', 'it services', 'program management', 'business analysis', 'networking']",
Analyst,eClerx,1,2,['Bengaluru'],"['sql', 'database maintenance', 'operations management', 'data analysis', 'control plan', 'business analysis', 'process improvement', 'sql server']",
Analyst,Wipro,1,3,['Bengaluru'],"['funding', 'due diligence', 'private equity', 'business valuation', 'tableau', 'snowflake', 'customer service', 'dashboards']",
Analyst,Wipro,1,3,['Bengaluru'],"['partnership tax', 'private equity', 'accounting', 'partnerships', 'taxation', 'financial analysis', 'us tax', 'us gaap']",
Analyst,Evalueserve,1,3,['Bengaluru'],"['financial analysis', 'analysts', 'risk management', 'visualforce', 'lending', 'report generation', 'forecasting', 'administration']",
Analyst,Wipro,1,4,['Bengaluru'],"['customer service', 'technical support', 'process compliance', 'troubleshooting', 'operational excellence', 'project management', 'team management', 'workforce management']",21.0
Analyst,Wipro,1,3,['Bengaluru'],"['hedge funds', 'accounting', 'ms office tools', 'financial accounting', 'fund accounting', 'project management', 'private equity', 'capital market']",
Navision Analyst,Atos,5,10,"['Hybrid - Bengaluru', 'Pune', 'Chennai']","['nav 2003', 'nav 4.0', 'navision 2003', 'analysis', 'navision', 'nav']",
Analyst - L3,Wipro,3,5,['Bengaluru'],"['vulnerability scanning', 'technical support', 'troubleshooting', 'penetration testing', 'technical documentation', 'burp suite', 'owasp', 'information security']",
Analyst,Wipro,1,3,['Bengaluru'],"['customer service', 'technical support', 'process compliance', 'troubleshooting', 'operational excellence', 'project management', 'team management', 'workforce management']",
Deal Desk Analyst,Cognizant,1,3,['Bengaluru'],"['deal desk', 'pricing', 'pricing strategy', 'analysis', 'desk']",
Post-Close Analyst,Altisource,1,7,['Bengaluru'],"['analyst', 'us mortgage', 'construction', 'inspection', 'scheduling', 'management', 'budgeting', 'analysis']",
Analyst,Novo Nordisk,2,4,['Bengaluru'],"['pc', 'it systems', 'presentation skills', 'tools', 'finance', 'communication skills', 'presentation', 'analysis']",
Analyst,Wipro,1,3,['Bengaluru'],"['customer service', 'technical support', 'process compliance', 'troubleshooting', 'operational excellence', 'project management', 'team management', 'workforce management']",14.0
Analyst - L3,Wipro,3,5,['Bengaluru'],"['vulnerability assessment', 'threat modeling', 'application security', 'penetration testing', 'digital transformation', 'burp suite', 'cyber security', 'owasp']",14.0
Analyst,Wipro,1,3,['Bengaluru'],"['customer service', 'technical support', 'process compliance', 'troubleshooting', 'operational excellence', 'project management', 'team management', '90984']",14.0
GA ANALYST,Hitachi Energy,2,5,['Bengaluru'],"['erp', 'financial statements', 'front office', 'sap', 'journal entries', 'general accounting', 'cma', 'cash flow']",
Analyst,eClerx,1,3,['Bengaluru'],"['troubleshooting', 'technical support', 'ms excel', 'network support', 'customer service', 'excel', 'analysis', 'technical']",
Analyst,Deloitte Consulting,3,7,['Bengaluru'],"['supply chain', 'computer science', 'performance tuning', 'erp', 'data migration', 'network operations', 'debugging', 'cad']",14.0
Programmer/Analyst 5,Lam Research,10,17,['Bengaluru'],"['architect', 'production support', 'coding', 'flex', 'manager technology', 'process re-engineering', 'hr', 'outsourcing']",
Feature Analyst Feature Analyst,Zensar,4,6,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['basic', 'business analysis', 'agile', 'data collection', 'database', 'data integrity', 'jira', 'application software']",
Microsoft Azure Analyst,Tekskills India,4,6,"['Bengaluru', 'Hyderabad', 'Pune']","['power bi', 'microsoft azure analyst', 'sql', 'bi', 'microsoft', 'microsoft azure']",7.0
Senior FP&A Analyst,Palo Alto Networks,5,10,['Bengaluru'],"['sap', 'business analysis', 'accounting', 'fpa', 'finance', 'financial analysis', 'erp', 'data analysis']",21.0
Senior Analyst FP&A,White Gold,4,9,['Bengaluru'],"['malayalam', 'senior analyst', 'reconciliation', 'consulting', 'investment banking', 'microsoft', 'business intelligence', 'forecasting']",
Senior Analyst - FP&A,Momentive Performance Materials,4,8,['Bengaluru'],"['sap', 'financial analysis', 'cma', 'financial planning', 'transfer pricing', 'healthcare', 'ms office', 'forecasting']",
Analyst,Meredith,1,8,"['Bengaluru', 'Hyderabad', 'Ahmedabad']","['senior analyst', 'analysis', 'senior']",
Analyst,Spring Marketing Capital,1,4,['Bengaluru'],"['senior analyst', 'analysis', 'senior']",
Analyst,Smiths Detection,2,7,['Bengaluru'],"['procurement', 'supply chain', 'automation', 'data management', 'aviation', 'process improvement', 'billing', 'html']",
Teamcenter Analyst,Tata Technologies,1,3,['Bengaluru'],"['management consulting', 'financial analysis', 'project management', 'data analysis', 'investment banking', 'business strategy', 'business analysis', 'business development']",
Metadata Analyst,Exxon Mobil Corporation,2,6,['Bengaluru'],"['excel', 'onenote', 'presentation skills', 'sharepoint', 'agile', 'powerpoint', 'sql']",
Wells Multiphase Flow Analyst,Exxon Mobil Corporation,2,6,['Bengaluru'],"['matlab', 'python', 'leadership', 'ansys', 'machine learning', 'technology development', 'communication skills']",
Metadata Analyst,Exxon Mobil Corporation,2,7,['Bengaluru'],"['metadata analyst', 'analysis', 'metadata']",
Wells Multiphase Flow analyst,Exxon Mobil Corporation,1,8,['Bengaluru'],"['drilling', 'automation', 'simulation', 'fluid dynamics', 'ansys', 'system design', 'matlab', 'petroleum']",
EDMCS Analyst,Adecco,3,6,['Hybrid - Bengaluru'],"['edmcs', 'sql management', 'enterprise data management cloud service', 'sql', 'data', 'data management', 'analysis', 'enterprise']",
Vedio Analyst,Lytx,0,1,['Bengaluru(Whitefield)'],"['english communication', 'good communication in english', 'english', 'communication skills']",14.0
Analyst,Smiths,4,9,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['procurement', 'supply chain', 'automation', 'aviation', 'data management', 'process improvement', 'strategic planning', 'forecasting']",
"Analyst, International Desk",Groupe Credit Agricole,3,5,['Bengaluru'],"['loans', 'legal compliance', 'trade finance', 'mis', 'cash flow', 'financial statement analysis', 'credit analysis', 'capital market']",
Analyst,Sisa Information Security,1,3,['Bengaluru'],"['access control', 'pci dss', 'remediation', 'information security', 'iso 27001', 'network security', 'vulnerability management', 'auditing']",21.0
Analyst - Cyber Defence Center,Nephrocare Health Services,3,8,['Bengaluru'],"['automation', 'cyber security', 'information security', 'soc', 'it operations', 'security operations', 'information technology', 'principal']",
Analyst,Societe Generale Global Solution Centre,3,6,['Bengaluru'],"['trading', 'syndication', 'bi', 'documentation', 'investment banking', 'operational risk', 'regulatory reporting', 'reconciliation']",
Analyst,Brigade Enterprises Limited,2,7,['Bengaluru'],"['financial analysis', 'real estate', 'feasibility analysis', 'variance analysis', 'market research', 'financial modelling', 'analysis', 'estate']",14.0
Analyst,Stellar Innovations,3,5,['Bengaluru'],"['basic', 'senior analyst', 'analysis', 'senior']",
Analyst,Societe Generale Global Solution Centre,3,6,['Bengaluru'],"['loan servicing', 'life cycle', 'bi', 'documentation', 'analysis', 'servicing']",
"MDR Analyst, Unit 42",Palo Alto Networks,3,8,['Bengaluru'],"['soc', 'ir', 'siem', 'edr', 'soar', 'cyber security', 'network security', 'arcsight']",14.0
"MDR Analyst, Unit 42",Palo Alto Networks,3,8,['Bengaluru'],"['soc', 'ir', 'siem', 'edr', 'soar', 'cyber security', 'network security', 'arcsight']",14.0
Principal Analyst FP&A,Anheuser Busch InBev,8,13,['Bengaluru'],"['anaplan', 'sap', 'bw', 'bi', 'financial reporting', 'cognos', 'excel powerpoint', 'reporting']",
Analyst - HFA,Apex Group,2,4,"['Bengaluru', 'Kolkata']","['financial analysis', 'mergers and acquisitions', 'mergers', 'acquisition', 'finance', 'due diligence', 'data analysis', 'private equity']",
Growth Analyst,Across Assist,1,3,"['Bengaluru', 'Mumbai', 'Gurugram']","['lead generation', 'data analysis', 'assurance', 'copy editing', 'sales', 'senior management', 'project management', 'sales lead generation']",
Analyst,Center Study Science Technology Policy,2,3,['Bengaluru'],"['economics', 'administration', 'project reports', 'data collection', 'ms office tools', 'research', 'powerpoint', 'sustainable development']",
Analyst,Center Study Science Technology Policy,1,2,['Bengaluru'],"['stakeholder engagement', 'urban planning', 'adobe creative suite', 'social media', 'power bi', 'html', 'ms office', 'application analyst']",
Analyst,Center Study Science Technology Policy,1,2,['Bengaluru'],"['gis', 'nexus', 'usage', 'renewable energy', 'senior analyst', 'power sector', 'business modeling', 'research']",
Delay Analyst,Pro Ultimus,5,7,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['claims', 'senior analyst', 'planning engineering', 'project management', 'consulting', 'epc', 'scheduling', 'microsoft']",
Celonis CoE Analyst,Derisk360,4,9,['Bengaluru'],"['erp', 'automation', 'sap', 'data modeling', 'javascript', 'oracle', 'technical support', 'sql']",
Analyst - Instrumentation,Tuv,3,4,['Bengaluru'],"['housekeeping', 'gas chromatography', 'packaging analyst', 'analyst', 'data reporting', 'standard operating procedures', 'packaging', 'instrumentation']",
Analyst - T&E,Booking Holdings,1,3,['Bengaluru'],"['financial analysis', 'sales', 'litigation', 'drafting', 'finance', 'master data', 'enterprise structure', 'legal documentation']",21.0
FinOps Analyst,Rora,3,5,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['financial analysis', 'accounts payable', 'investment banking', 'accounting', 'reconciliation', 'quick books', 'healthcare', 'excel']",
Analyst,UC Inclusive Credit(ucic),1,3,['Bengaluru'],"['loans', 'financial statements', 'due diligence', 'nbfc', 'financial inclusion', 'healthcare', 'corporate finance', 'risk analysis']",
"MDR Analyst, Unit 42",Palo Alto Networks,3,8,['Bengaluru'],"['soc', 'ir', 'siem', 'edr', 'soar', 'cyber security', 'network security', 'arcsight']",21.0
"MDR Analyst, Unit 42",Palo Alto Networks,3,8,['Bengaluru'],"['soc', 'ir', 'siem', 'edr', 'soar', '744000077162266', 'cyber security', 'network security']",21.0
Analyst - HFA,Apex Group,2,4,['Bengaluru'],"['middle office', 'fund administration', 'nav calculation', 'acquisition', 'fund accounting', 'nav', 'investment banking', 'hedge funds']",
C/C++ Programmer Analyst,AdvanceTech Controls,3,6,"['Bengaluru', 'Mumbai']","['c++', 'software design', 'programmer analyst', 'min', 'c', 'coding', 'software', 'analysis']",
SLS Analyst,Insight Direct India,2,4,"['Bengaluru', 'Noida', 'Hyderabad', 'New Delhi', 'Pune', 'Gurugram']","['financial analysis', 'analysts', 'report generation', 'administration', 'medical insurance', 'business acumen', 'reconciliation', 'sales']",
Analyst,Icbio Clinical Research,3,8,['Bengaluru'],"['cro', 'analyst', 'pharma', 'bioanalytical', 'analysis', 'pharmaceutical']",
Deal registration analyst,Xpheno,2,3,['Bengaluru'],"['analyst', 'customer segmentation', 'sales representative', 'routing', 'data integrity', 'management', 'salesforce', 'segmentation']",
SOAR Analyst,Intersources Inc,1,6,['Bengaluru'],"['cortex', 'automation', 'linux', 'agile', 'splunk', 'apache', 'information technology', 'virtualization']",
WAF Analyst,Diverse Lynx,5,7,['Bengaluru'],"['ftp', 'networking protocols', 'monitoring tools', 'osi', 'senior analyst', 'dns', 'network security', 'snmp']",
Analyst - O2C,Golden Opportunities Pvt Ltd,3,6,['Bengaluru'],"['o2c', 'order to cash', 'general ledger reconciliation', 'account reconciliation', 'sap', 'cash allocation', 'erp systems', 'oracle']",14.0
Analyst - Catastrophe - 3+ Years - Mumbai/Bengaluru,Crescendo Global,3,7,"['Hybrid - Bengaluru', 'Mumbai (All Areas)']","['catastrophe modeling', 'reinsurance', 'rms', 'sql', 'analysis', 'modeling']",21.0
Analyst,Golden Opportunities,3,6,['Bengaluru'],"['supplier', 'demand planning', 'inventory optimization', 'supplier collaboration', 'demand analysis', 'inventory planning', 'demand forecasting', 'sales and operations planning']",21.0
Crash Analyst,Akkodis,5,10,['Bengaluru'],"['technical architect', 'automobile', 'animator', 'simulation', 'report writing', 'mechanical', 'finite element analysis', 'automotive']",
Cibersecurity Analyst,Tecnicas Reunidas S. A,0,3,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['hvac', 'sccm administrator', 'purchase', 'manager quality assurance', 'instrumentation', 'epc', 'hse', 'metallurgy']",
GN-IC-CG&S-S4 Intelligent Functions-Analyst,Accenture,1,3,['Bengaluru'],"['project management', 'sap', 'sd', 'ibp', 'ewm', 'supply network planning', 'apo', 'management skills']",21.0
GA ANALYST,Hitachi Energy,2,5,['Bengaluru'],"['erp', 'financial statements', 'front office', 'usage', 'sap', 'journal entries', 'general accounting', 'cma']",
"Post-Close Analyst, Granite",Altisource,1,7,['Bengaluru'],"['us mortgage', 'construction', 'senior analyst', 'inspection', 'scheduling', 'management', 'budgeting', 'granite']",
DLP Analyst,Skywings Advisors,2,6,['Hybrid - Bengaluru'],"['hipaa', 'incident management', 'reporting', 'gdpr', 'risk assessment', 'dlp', 'incident', 'risk']",7.0
Ops Analysts/Sys Admin,Replicon,4,10,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['unix', 'sys administrator', 'php', 'power bi', 'application development', 'microsoft', 'supervision', 'sql']",
T&T - ET&P - SCNO - Analyst - Data Scientist,Deloitte Consulting,1,7,['Bengaluru'],"['supply chain', 'computer science', 'operations research', 'senior analyst', 'analytical', 'network operations', 'machine learning', 'agile']",
FRC Analyst,Acquisory Consulting,1,2,['Bengaluru'],"['tds', 'mis', 'gst filing', 'tally software', 'gst calculation', 'financial reporting', 'tally erp', 'tds return']",21.0
ESG Analyst,Solaron Sustainability,2,5,"['Bengaluru', 'Bengaluru']","['primary research', 'industry research', 'eye for detail', 'methodical', 'research analyst', 'telecom', 'excellent communication', 'data collection']",
Blackline Analyst,Booking Holdings,5,10,['Hybrid - Bengaluru'],"['blackline', 'erp systems', 'system integration', 'troubleshooting', 'e2e', 'accounts reconciliation', 'task management', 'python']",21.0
ATR Analyst,Abiomed,1,2,['Bengaluru'],"['bpo', 'erp', 'manager internal audit', 'automation', 'sap', 'us gaap', 'operational excellence', 'healthcare']",
O365 Analyst,Smiths,4,8,"['Bengaluru', 'Kolkata', 'Mumbai', 'New Delhi', 'Hyderabad', 'Pune', 'Chennai']","['infopath', 'senior analyst', 'service desk', 'active directory', 'healthcare', 'microsoft', 'licensing', 'sharepoint']",
CSV Analyst,IDESLABS,5,15,['Bengaluru'],"['payroll', 'test scripts', 'development testing', 'compliance', 'senior analyst', 'formulation', 'test cases', 'jira']",
